"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"27.04.2022","7,71","7,76","8,04","7,61","8,45M","-1,03%"
"26.04.2022","7,79","8,26","8,34","7,79","6,67M","-6,48%"
"25.04.2022","8,33","7,99","8,41","7,94","10,57M","4,26%"
"22.04.2022","7,99","8,14","8,32","7,80","8,62M","0,00%"
"21.04.2022","7,99","8,58","8,73","7,86","10,47M","-5,11%"
"20.04.2022","8,42","9,13","9,17","8,40","9,15M","-8,38%"
"19.04.2022","9,19","8,52","9,22","8,48","12,18M","7,36%"
"18.04.2022","8,56","8,93","8,95","8,34","8,09M","-4,78%"
"14.04.2022","8,99","9,08","9,17","8,80","5,88M","-1,43%"
"13.04.2022","9,12","8,84","9,19","8,70","6,33M","3,40%"
"12.04.2022","8,82","8,88","9,24","8,63","10,40M","1,15%"
"11.04.2022","8,72","8,56","9,10","8,29","8,80M","0,35%"
"08.04.2022","8,69","8,91","8,99","8,57","7,93M","-3,34%"
"07.04.2022","8,99","9,07","9,32","8,56","9,18M","-1,32%"
"06.04.2022","9,11","9,39","9,40","8,81","14,94M","-5,20%"
"05.04.2022","9,61","10,58","10,69","9,58","12,18M","-8,82%"
"04.04.2022","10,54","10,14","10,69","10,07","9,72M","5,51%"
"01.04.2022","9,99","9,98","10,40","9,74","9,93M","1,11%"
"31.03.2022","9,88","10,56","10,65","9,87","13,56M","-7,58%"
"30.03.2022","10,69","10,80","11,14","10,46","13,84M","-2,91%"
"29.03.2022","11,01","9,90","11,25","9,90","30,80M","12,81%"
"28.03.2022","9,76","9,46","9,91","9,26","9,59M","3,50%"
"25.03.2022","9,43","9,73","9,74","9,28","7,04M","-3,08%"
"24.03.2022","9,73","9,60","9,80","9,29","8,21M","1,67%"
"23.03.2022","9,57","9,54","9,87","9,32","9,91M","-0,83%"
"22.03.2022","9,65","9,33","9,78","9,25","10,64M","3,21%"
"21.03.2022","9,35","9,27","9,60","9,00","11,27M","-0,85%"
"18.03.2022","9,43","8,81","9,55","8,76","23,80M","4,89%"
"17.03.2022","8,99","7,91","8,99","7,89","20,03M","12,52%"
"16.03.2022","7,99","7,49","8,00","7,47","16,49M","8,56%"
"15.03.2022","7,36","6,81","7,37","6,70","15,13M","8,39%"
"14.03.2022","6,79","7,17","7,30","6,71","13,66M","-6,73%"
"11.03.2022","7,28","7,68","7,74","7,26","8,64M","-3,83%"
"10.03.2022","7,57","7,71","7,72","7,38","9,68M","-3,20%"
"09.03.2022","7,82","7,60","7,96","7,58","11,47M","5,39%"
"08.03.2022","7,42","7,40","7,83","7,05","17,98M","0,82%"
"07.03.2022","7,36","7,89","8,17","7,36","15,87M","-6,12%"
"04.03.2022","7,84","8,26","8,32","7,78","14,94M","-4,97%"
"03.03.2022","8,25","9,29","9,35","8,20","20,31M","-12,42%"
"02.03.2022","9,42","9,35","9,58","9,07","14,68M","0,75%"
"01.03.2022","9,35","9,62","10,03","9,23","14,93M","-3,41%"
"28.02.2022","9,68","9,07","9,82","9,07","22,78M","5,45%"
"25.02.2022","9,18","8,61","9,20","8,52","20,86M","2,00%"
"24.02.2022","9,00","7,50","9,03","7,40","36,47M","11,25%"
"23.02.2022","8,09","8,05","9,10","7,97","60,95M","3,45%"
"22.02.2022","7,82","8,13","8,28","7,69","26,46M","-6,90%"
"18.02.2022","8,40","8,89","8,91","8,24","26,17M","-6,77%"
"17.02.2022","9,01","9,77","9,90","8,84","33,54M","-10,17%"
"16.02.2022","10,03","10,30","10,50","9,69","58,46M","-6,61%"
"15.02.2022","10,74","8,93","10,97","8,75","182,25M","31,94%"
"14.02.2022","8,14","8,38","8,60","8,05","16,31M","-3,55%"
"11.02.2022","8,44","8,82","9,15","8,28","16,10M","-4,63%"
"10.02.2022","8,85","8,90","9,45","8,79","11,34M","-3,38%"
"09.02.2022","9,16","8,78","9,24","8,68","11,27M","4,93%"
"08.02.2022","8,73","8,50","8,80","8,30","8,33M","1,87%"
"07.02.2022","8,57","8,90","9,04","8,40","13,94M","-4,67%"
"04.02.2022","8,99","8,63","9,10","8,55","10,69M","6,26%"
"03.02.2022","8,46","9,04","9,14","8,43","18,27M","-9,71%"
"02.02.2022","9,37","9,65","9,80","9,16","12,01M","-3,60%"
"01.02.2022","9,72","9,50","9,84","9,15","14,94M","5,65%"
"31.01.2022","9,20","8,25","9,23","8,24","15,75M","13,02%"
"28.01.2022","8,14","7,98","8,15","7,61","14,04M","2,26%"
"27.01.2022","7,96","8,49","8,76","7,85","14,61M","-5,69%"
"26.01.2022","8,44","8,71","9,15","8,37","17,48M","-0,47%"
"25.01.2022","8,48","8,45","8,70","8,17","16,18M","-1,40%"
"24.01.2022","8,60","8,11","8,61","7,58","26,59M","1,53%"
