"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"29.07.2022","212,11","212,00","214,16","209,83","6,06M","0,36%"
"28.07.2022","211,35","210,64","212,72","207,92","7,48M","0,42%"
"27.07.2022","210,47","210,77","216,85","201,20","17,43M","-0,95%"
"26.07.2022","212,49","213,85","215,15","211,75","6,14M","-0,83%"
"25.07.2022","214,27","214,58","214,80","211,62","4,36M","0,27%"
"22.07.2022","213,70","217,93","218,07","212,12","5,07M","-1,15%"
"21.07.2022","216,19","213,15","216,90","212,73","4,80M","1,32%"
"20.07.2022","213,37","212,00","214,13","211,21","4,46M","-0,14%"
"19.07.2022","213,66","208,22","214,11","207,90","4,93M","3,11%"
"18.07.2022","207,21","211,50","212,91","206,64","4,65M","-1,35%"
"15.07.2022","210,04","209,37","211,71","207,18","7,25M","2,01%"
"14.07.2022","205,91","200,00","206,08","197,98","5,61M","0,86%"
"13.07.2022","204,15","200,43","205,57","199,50","7,60M","-0,33%"
"12.07.2022","204,82","203,25","208,12","202,76","6,78M","-0,12%"
"11.07.2022","205,06","202,00","206,74","202,00","5,37M","0,73%"
"08.07.2022","203,57","202,32","204,10","200,46","3,62M","0,38%"
"07.07.2022","202,80","202,54","203,43","200,04","4,65M","0,84%"
"06.07.2022","201,12","200,00","202,51","198,66","4,11M","0,29%"
"05.07.2022","200,54","196,23","200,57","194,14","4,11M","0,68%"
"01.07.2022","199,18","196,79","199,80","194,71","4,13M","1,16%"
"30.06.2022","196,89","195,37","198,85","192,85","7,05M","-1,31%"
"29.06.2022","199,50","197,32","200,64","197,32","4,32M","0,70%"
"28.06.2022","198,12","204,00","206,79","197,50","4,37M","-2,67%"
"27.06.2022","203,56","205,75","207,09","202,61","6,12M","-0,95%"
"24.06.2022","205,51","197,73","205,64","197,51","7,75M","4,51%"
"23.06.2022","196,64","196,14","197,46","193,45","4,75M","1,45%"
"22.06.2022","193,82","191,25","196,39","191,03","5,14M","-0,29%"
"21.06.2022","194,39","195,71","196,73","193,73","6,24M","2,31%"
"17.06.2022","190,01","186,93","191,31","185,91","15,09M","0,51%"
"16.06.2022","189,05","191,41","191,87","187,53","9,89M","-3,62%"
"15.06.2022","196,16","195,98","198,83","192,23","6,49M","1,36%"
"14.06.2022","193,52","192,72","194,34","191,75","6,44M","0,66%"
"13.06.2022","192,26","192,99","195,89","191,08","7,12M","-3,63%"
"10.06.2022","199,51","201,65","203,42","199,18","5,16M","-3,20%"
"09.06.2022","206,11","212,59","213,71","206,02","5,14M","-3,46%"
"08.06.2022","213,50","213,76","215,57","212,83","3,65M","-0,47%"
"07.06.2022","214,50","211,12","214,97","210,72","4,49M","0,73%"
"06.06.2022","212,94","215,45","217,58","212,09","3,97M","0,14%"
"03.06.2022","212,65","212,95","214,21","211,27","4,35M","-1,12%"
"02.06.2022","215,05","211,89","215,25","211,08","5,34M","2,44%"
"01.06.2022","209,93","212,05","214,11","208,82","5,25M","-1,06%"
"31.05.2022","212,17","210,38","214,35","209,11","9,59M","-0,33%"
"27.05.2022","212,88","210,00","213,23","209,64","4,90M","2,08%"
"26.05.2022","208,55","205,11","209,74","204,67","9,21M","2,31%"
"25.05.2022","203,84","200,59","204,95","200,47","5,46M","0,60%"
"24.05.2022","202,63","203,91","204,67","199,03","7,46M","-2,38%"
"23.05.2022","207,56","200,88","207,96","200,77","12,19M","4,29%"
"20.05.2022","199,03","199,67","201,66","194,02","6,97M","0,84%"
"19.05.2022","197,37","196,35","200,42","193,31","9,01M","-1,31%"
"18.05.2022","199,99","202,82","205,46","199,13","8,75M","-1,97%"
"17.05.2022","204,00","202,85","204,80","200,15","7,27M","3,13%"
"16.05.2022","197,81","197,32","199,94","195,88","5,16M","-0,71%"
"13.05.2022","199,23","197,00","200,54","196,50","6,68M","2,71%"
"12.05.2022","193,97","194,53","196,06","189,95","9,31M","-1,40%"
"11.05.2022","196,72","193,49","198,32","191,40","9,43M","1,62%"
"10.05.2022","193,58","196,71","197,75","190,97","11,02M","0,30%"
"09.05.2022","193,00","200,05","200,75","192,08","10,31M","-4,84%"
"06.05.2022","202,82","203,75","205,72","200,22","8,83M","-1,18%"
"05.05.2022","205,24","212,27","214,58","203,07","7,75M","-4,33%"
"04.05.2022","214,52","209,35","214,80","205,33","7,19M","2,86%"
"03.05.2022","208,56","213,61","213,61","206,27","6,62M","-1,40%"
"02.05.2022","211,53","211,77","212,14","206,96","8,80M","-0,75%"
"29.04.2022","213,13","218,62","221,20","212,35","7,96M","-3,41%"
"28.04.2022","220,66","220,40","224,93","219,27","10,80M","3,06%"
"27.04.2022","214,11","217,37","221,80","213,05","15,96M","6,47%"
"26.04.2022","201,10","206,98","208,56","201,10","8,16M","-4,22%"
"25.04.2022","209,95","206,35","210,53","205,33","6,84M","0,86%"
"22.04.2022","208,17","216,24","216,56","207,95","6,20M","-3,83%"
"21.04.2022","216,45","219,51","223,92","215,35","8,85M","-0,62%"
"20.04.2022","217,79","218,66","220,82","217,39","7,18M","0,97%"
"19.04.2022","215,70","213,10","216,51","212,44","5,03M","1,19%"
"18.04.2022","213,17","211,67","215,83","211,52","4,74M","0,18%"
"14.04.2022","212,79","214,27","215,95","212,53","8,19M","-0,23%"
"13.04.2022","213,27","210,43","213,85","207,17","8,05M","0,88%"
"12.04.2022","211,40","216,50","216,99","210,70","7,45M","-1,56%"
"11.04.2022","214,75","215,25","217,30","213,41","6,94M","-1,03%"
"08.04.2022","216,98","214,81","219,40","213,08","5,44M","0,38%"
"07.04.2022","216,15","218,31","218,68","213,68","7,00M","-1,31%"
"06.04.2022","219,01","222,78","222,87","218,62","7,43M","-3,13%"
"05.04.2022","226,09","226,83","228,99","225,31","4,66M","-0,72%"
"04.04.2022","227,74","225,76","229,24","224,96","8,52M","0,61%"
"01.04.2022","226,36","223,08","226,63","222,23","6,56M","2,07%"
"31.03.2022","221,77","223,91","225,92","220,44","10,76M","-0,97%"
"30.03.2022","223,95","225,84","226,16","222,73","7,08M","-1,83%"
"29.03.2022","228,12","224,84","228,81","223,78","8,03M","3,33%"
"28.03.2022","220,77","218,50","220,98","217,51","4,32M","1,07%"
"25.03.2022","218,43","218,42","218,93","215,69","5,05M","0,52%"
"24.03.2022","217,31","214,99","217,66","214,00","5,49M","1,23%"
"23.03.2022","214,68","215,30","217,29","214,20","6,01M","-1,73%"
"22.03.2022","218,47","217,84","219,57","217,18","6,26M","0,66%"
"21.03.2022","217,04","216,34","218,05","214,55","6,10M","-0,94%"
"18.03.2022","219,11","211,70","219,26","210,29","14,62M","2,65%"
"17.03.2022","213,45","209,93","213,54","208,72","6,67M","0,75%"
"16.03.2022","211,87","210,00","213,66","207,00","9,23M","2,78%"
"15.03.2022","206,14","202,09","206,41","201,40","8,28M","2,90%"
"14.03.2022","200,33","198,42","204,43","198,16","7,99M","1,84%"
"11.03.2022","196,71","200,75","200,84","196,46","5,43M","-0,64%"
"10.03.2022","197,97","196,90","199,94","196,30","7,06M","-0,90%"
"09.03.2022","199,76","196,50","200,50","195,24","8,46M","4,20%"
"08.03.2022","191,71","190,01","196,42","186,67","11,07M","0,53%"
"07.03.2022","190,70","199,84","200,18","190,04","13,41M","-4,79%"
"04.03.2022","200,29","205,00","206,37","196,86","10,91M","-3,35%"
"03.03.2022","207,23","210,55","211,50","206,56","8,61M","-0,60%"
"02.03.2022","208,48","206,90","210,54","206,19","8,87M","-0,23%"
"01.03.2022","208,97","214,48","215,15","207,28","9,32M","-3,31%"
"28.02.2022","216,12","216,00","218,65","213,24","8,41M","-1,44%"
"25.02.2022","219,27","217,29","220,68","214,25","8,46M","0,91%"
"24.02.2022","217,30","203,37","217,86","201,45","13,46M","0,63%"
"23.02.2022","215,95","222,84","224,28","215,42","8,67M","-2,43%"
"22.02.2022","221,32","221,02","224,34","219,92","9,93M","-0,62%"
"18.02.2022","222,69","224,60","225,74","221,84","8,12M","-0,85%"
"17.02.2022","224,61","228,40","228,81","224,17","8,13M","-1,84%"
"16.02.2022","228,82","227,50","229,88","225,60","9,56M","0,44%"
"15.02.2022","227,82","227,27","229,29","224,91","9,46M","1,10%"
"14.02.2022","225,34","223,29","227,26","222,81","8,28M","0,29%"
"11.02.2022","224,69","227,25","229,10","223,54","7,54M","-0,40%"
"10.02.2022","225,59","228,03","229,95","224,87","6,79M","-2,29%"
"09.02.2022","230,87","230,13","233,15","230,12","7,77M","1,29%"
"08.02.2022","227,94","226,26","228,50","224,75","7,54M","0,34%"
"07.02.2022","227,16","228,00","229,92","226,01","5,98M","-0,54%"
"04.02.2022","228,39","228,50","230,22","224,95","10,85M","-1,36%"
"03.02.2022","231,54","233,04","233,49","230,55","9,97M","-1,65%"
"02.02.2022","235,42","231,30","235,85","230,01","10,59M","1,32%"
"01.02.2022","232,36","226,90","234,61","226,42","12,25M","2,74%"
"31.01.2022","226,17","225,55","226,38","222,05","12,38M","-0,80%"
"28.01.2022","228,00","220,64","228,12","216,10","26,43M","10,60%"
"27.01.2022","206,15","209,50","210,96","205,85","12,01M","0,14%"
"26.01.2022","205,87","204,28","210,86","203,67","10,82M","1,92%"
"25.01.2022","202,00","199,62","205,38","196,99","12,13M","0,07%"
"24.01.2022","201,85","202,18","202,72","195,65","16,07M","-1,98%"
